,SPXTR
9-Mar-06,1931.7329
8-Mar-06,1941.1721
7-Mar-06,1936.6841
6-Mar-06,1940.2042
3-Mar-06,1953.7425
2-Mar-06,1956.6024
1-Mar-06,1959.7649
28-Feb-06,1943.1876
27-Feb-06,1963.5835
24-Feb-06,1956.1355
23-Feb-06,1953.3681
22-Feb-06,1960.2587
21-Feb-06,1945.4466
17-Feb-06,1951.8329
16-Feb-06,1955.0599
15-Feb-06,1940.6846
14-Feb-06,1933.4592
13-Feb-06,1914.0153
10-Feb-06,1920.0001
9-Feb-06,1915.0995
8-Feb-06,1917.8406
7-Feb-06,1900.5805
6-Feb-06,1916.0361
3-Feb-06,1914.5017
2-Feb-06,1924.673
1-Feb-06,1941.7513
31-Jan-06,1937.9295
30-Jan-06,1945.6619
27-Jan-06,1943.344
26-Jan-06,1928.1741
25-Jan-06,1914.277
24-Jan-06,1917.5376
23-Jan-06,1912.914
20-Jan-06,1909.3459
19-Jan-06,1944.9845
18-Jan-06,1934.2086
17-Jan-06,1941.5685
13-Jan-06,1948.6375
12-Jan-06,1946.2812
11-Jan-06,1958.557
10-Jan-06,1951.5296
9-Jan-06,1952.1285
6-Jan-06,1945.0146
5-Jan-06,1926.4389
4-Jan-06,1926.3875
3-Jan-06,1918.9586
30-Dec-05,1887.9409
29-Dec-05,1897.1968
28-Dec-05,1902.7368
27-Dec-05,1899.926
23-Dec-05,1918.2543
22-Dec-05,1917.1574
21-Dec-05,1908.6455
20-Dec-05,1903.8136
19-Dec-05,1904.2139
16-Dec-05,1915.4015
15-Dec-05,1920.8477
14-Dec-05,1923.4349
13-Dec-05,1915.2973
12-Dec-05,1904.5914
9-Dec-05,1902.9182
8-Dec-05,1897.5715
7-Dec-05,1899.6927
6-Dec-05,1908.8876
5-Dec-05,1906.4215
2-Dec-05,1910.8563
1-Dec-05,1910.2321
30-Nov-05,1887.284
29-Nov-05,1898.741
28-Nov-05,1898.3695
25-Nov-05,1914.4048
23-Nov-05,1910.3937
22-Nov-05,1903.6565
21-Nov-05,1893.9317
18-Nov-05,1883.9925
17-Nov-05,1875.4923
16-Nov-05,1857.9711
15-Nov-05,1854.2782
14-Nov-05,1861.2479
11-Nov-05,1862.5584
10-Nov-05,1856.9
9-Nov-05,1841.0011
8-Nov-05,1837.7958
7-Nov-05,1843.2707
4-Nov-05,1839.1583
3-Nov-05,1838.8554
2-Nov-05,1830.4313
1-Nov-05,1812.1093
31-Oct-05,1818.5043
28-Oct-05,1805.5575
27-Oct-05,1776.0048
26-Oct-05,1794.5582
25-Oct-05,1802.3033
24-Oct-05,1806.5858
21-Oct-05,1776.7276
20-Oct-05,1774.0224
19-Oct-05,1801.0143
18-Oct-05,1774.3228
17-Oct-05,1792.3315
14-Oct-05,1787.0075
13-Oct-05,1772.3553
12-Oct-05,1773.6031
11-Oct-05,1784.2239
10-Oct-05,1787.799
7-Oct-05,1800.7093
6-Oct-05,1794.0403
5-Oct-05,1801.4022
4-Oct-05,1827.9592
3-Oct-05,1846.1662
30-Sep-05,1849.3341
29-Sep-05,1847.6198
28-Sep-05,1831.319
27-Sep-05,1829.1287
26-Sep-05,1829.0492
23-Sep-05,1828.5432
22-Sep-05,1827.5356
21-Sep-05,1820.4907
20-Sep-05,1837.1997
19-Sep-05,1851.7405
16-Sep-05,1862.1073
15-Sep-05,1846.7643
14-Sep-05,1845.8368
13-Sep-05,1851.8664
12-Sep-05,1865.4518
9-Sep-05,1866.7415
8-Sep-05,1852.002
7-Sep-05,1859.0022
6-Sep-05,1854.2274
2-Sep-05,1831.0569
1-Sep-05,1836.3698
31-Aug-05,1834.476
30-Aug-05,1815.9688
29-Aug-05,1821.5582
26-Aug-05,1810.5185
25-Aug-05,1821.4547
24-Aug-05,1817.2182
23-Aug-05,1829.1084
22-Aug-05,1835.317
19-Aug-05,1832.2913
18-Aug-05,1831.0865
17-Aug-05,1832.817
16-Aug-05,1830.9846
15-Aug-05,1852.7809
12-Aug-05,1847.311
11-Aug-05,1858.4277
10-Aug-05,1845.1645
9-Aug-05,1847.7608
8-Aug-05,1835.3726
5-Aug-05,1840.1892
4-Aug-05,1854.3003
3-Aug-05,1868.0566
2-Aug-05,1866.2834
1-Aug-05,1853.1276
29-Jul-05,1851.3678
28-Jul-05,1865.6369
27-Jul-05,1854.7177
26-Jul-05,1846.037
25-Jul-05,1842.8447
22-Jul-05,1849.809
21-Jul-05,1839.7959
20-Jul-05,1852.023
19-Jul-05,1843.0736
18-Jul-05,1830.7494
15-Jul-05,1840.9306
14-Jul-05,1838.7983
13-Jul-05,1833.9782
12-Jul-05,1832.1483
11-Jul-05,1827.9074
8-Jul-05,1816.5193
7-Jul-05,1795.5457
6-Jul-05,1791.0535
5-Jul-05,1805.6779
1-Jul-05,1789.8489
30-Jun-05,1784.9873
29-Jun-05,1797.7257
28-Jun-05,1800.0658
27-Jun-05,1783.4541
24-Jun-05,1784.7701
23-Jun-05,1798.4935
22-Jun-05,1817.7992
21-Jun-05,1817.361
20-Jun-05,1821.0616
17-Jun-05,1822.352
16-Jun-05,1813.3512
15-Jun-05,1806.784
14-Jun-05,1802.7331
13-Jun-05,1798.0674
10-Jun-05,1793.5068
9-Jun-05,1797.724
8-Jun-05,1788.3019
7-Jun-05,1791.8939
6-Jun-05,1792.1443
3-Jun-05,1789.827
2-Jun-05,1802.1867
1-Jun-05,1799.1469
31-May-05,1782.4568
27-May-05,1793.3427
26-May-05,1791.4084
25-May-05,1779.8068
24-May-05,1785.795
23-May-05,1785.4583
20-May-05,1778.5907
19-May-05,1781.2823
18-May-05,1773.0122
17-May-05,1755.0988
16-May-05,1742.7404
13-May-05,1725.154
12-May-05,1732.8929
11-May-05,1750.2601
10-May-05,1742.0556
9-May-05,1760.8684
6-May-05,1749.6535
5-May-05,1751.4653
4-May-05,1755.9196
3-May-05,1733.949
2-May-05,1735.428
29-Apr-05,1727.4905
28-Apr-05,1707.1268
27-Apr-05,1726.2063
26-Apr-05,1719.0923
25-Apr-05,1734.5574
22-Apr-05,1719.6619
21-Apr-05,1731.2715
20-Apr-05,1697.7435
19-Apr-05,1720.4281
18-Apr-05,1710.2682
15-Apr-05,1705.2602
14-Apr-05,1734.2454
13-Apr-05,1751.7713
12-Apr-05,1772.4345
11-Apr-05,1762.5591
8-Apr-05,1762.517
7-Apr-05,1777.3517
6-Apr-05,1766.693
5-Apr-05,1762.317
4-Apr-05,1754.4275
1-Apr-05,1749.4521
31-Mar-05,1760.8868
30-Mar-05,1762.087
29-Mar-05,1737.9353
28-Mar-05,1750.8845
24-Mar-05,1746.6205
23-Mar-05,1748.2772
22-Mar-05,1747.0306
21-Mar-05,1764.9806
18-Mar-05,1773.7189
17-Mar-05,1774.5487
16-Mar-05,1771.3489
15-Mar-05,1785.6138
14-Mar-05,1799.1362
11-Mar-05,1789.0061
10-Mar-05,1802.1972
9-Mar-05,1798.7908
8-Mar-05,1817.1213
7-Mar-05,1825.7035
4-Mar-05,1820.8804
3-Mar-05,1803.5097
2-Mar-05,1802.9187
1-Mar-05,1802.7935
28-Feb-05,1792.6307
25-Feb-05,1804.1676
24-Feb-05,1787.3362
23-Feb-05,1772.7628
22-Feb-05,1762.7568
18-Feb-05,1788.6544
17-Feb-05,1787.4118
16-Feb-05,1801.5856
15-Feb-05,1801.0625
14-Feb-05,1794.9807
11-Feb-05,1793.5398
10-Feb-05,1780.8043
9-Feb-05,1773.2757
8-Feb-05,1788.1582
7-Feb-05,1786.9212
4-Feb-05,1788.8153
3-Feb-05,1769.2609
2-Feb-05,1773.6267
1-Feb-05,1767.7869
31-Jan-05,1755.6842
28-Jan-05,1740.9629
27-Jan-05,1745.5833
26-Jan-05,1744.7188
25-Jan-05,1736.25
24-Jan-05,1729.3305
21-Jan-05,1735.4246
20-Jan-05,1746.6105
19-Jan-05,1760.2844
18-Jan-05,1777.0347
14-Jan-05,1759.9832
13-Jan-05,1749.4809
12-Jan-05,1764.717
11-Jan-05,1757.5057
10-Jan-05,1768.1661
7-Jan-05,1762.123
6-Jan-05,1764.6263
5-Jan-05,1758.0673
4-Jan-05,1764.3025
3-Jan-05,1784.9561
